x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.07538869976997375,-0.03698551654815674,-0.03309157000740015,0.14201250672340393,-0.14588075876235962,-0.03529697166641199,0.16330769658088684,-0.24798369407653809,-0.03148362668116533,0.19041582942008972,-0.3121011257171631,-0.01690954970081293,0.11404868960380554,-0.2284688949584961,-0.012622421364085312,0.12278643250465393,-0.2891797125339508,-0.03925674663742029,0.10365518927574158,-0.19563740491867065,-0.04749586688240015,0.09597769379615784,-0.19614273309707642,-0.051818958240346547,0.059044092893600464,-0.23120570182800293,-0.0040646197635396675,0.07338806986808777,-0.2886372208595276,-0.03391191245873415,0.06532767415046692,-0.18519169092178345,-0.03578738378246271,0.060280829668045044,-0.1934950351715088,-0.031373786496715184,0.012553364038467407,-0.2198035717010498,-0.0015150741569414095,0.01998487114906311,-0.2742875814437866,-0.03176681207378351,0.024911493062973022,-0.18186509609222412,-0.015539045202331181,0.02265205979347229,-0.18804025650024414,0.0009921089617819234,-0.03131130337715149,-0.21821290254592896,-0.001606097201602097,-0.026091963052749634,-0.2409135103225708,-0.01445756176372015,-0.015613555908203125,-0.18082869052886963,0.0007302980043277785,-0.014370113611221313,-0.17957717180252075,0.014873014074964885,A
0.0,0.0,0.0,0.07463356852531433,-0.03772854804992676,-0.03346533167513144,0.14125099778175354,-0.14619964361190796,-0.03589363235386145,0.1610666811466217,-0.24902018904685974,-0.03205881107004416,0.18784865736961365,-0.31383219361305237,-0.01748516249807608,0.11270764470100403,-0.229958176612854,-0.013179791414756892,0.12210234999656677,-0.2906176447868347,-0.03900448817165625,0.10306456685066223,-0.19700688123703003,-0.046921653927881835,0.09478458762168884,-0.1996259093284607,-0.051333261908609984,0.05692431330680847,-0.2328394651412964,-0.004010066179205296,0.07227745652198792,-0.291185200214386,-0.033620832742769835,0.06466248631477356,-0.18795818090438843,-0.03602148431690466,0.05887588858604431,-0.19678014516830444,-0.03194046604784262,0.010769098997116089,-0.22005456686019897,-0.0005455514403251982,0.017917662858963013,-0.27512532472610474,-0.030313387767989752,0.02412828803062439,-0.18337321281433105,-0.014466832646746752,0.02130487561225891,-0.19014966487884521,0.001661196678298893,-0.03264090418815613,-0.2181946039199829,0.0003288957594236308,-0.027640193700790405,-0.23946714401245117,-0.012413542041201708,-0.016409456729888916,-0.1798977255821228,0.0023973691057221913,-0.01513633131980896,-0.1798999309539795,0.016204323364775064,A
0.0,0.0,0.0,0.07129079103469849,-0.033996760845184326,-0.031971169126563836,0.1342805027961731,-0.13625359535217285,-0.03438326106720524,0.1519957184791565,-0.23703765869140625,-0.030785280702048112,0.17897933721542358,-0.29789459705352783,-0.01666894131653862,0.10677653551101685,-0.21608787775039673,-0.013536828992300798,0.11392879486083984,-0.2748759984970093,-0.038360198450618554,0.0960206389427185,-0.18518275022506714,-0.04505751044803219,0.0887109637260437,-0.18697643280029297,-0.04860220612340527,0.05337899923324585,-0.21843624114990234,-0.0048976540131207,0.06685465574264526,-0.27352309226989746,-0.03354276852064686,0.06000220775604248,-0.17480450868606567,-0.03507186980300503,0.05531179904937744,-0.18396157026290894,-0.03074769252293663,0.009788841009140015,-0.20667177438735962,-0.0017257770089145197,0.01555141806602478,-0.25982627272605896,-0.030987398189836313,0.021421700716018677,-0.17109644412994385,-0.014936846171849538,0.019498467445373535,-0.17690140008926392,0.001260819771914612,-0.03125131130218506,-0.20533525943756104,-0.0010443764770116104,-0.02830296754837036,-0.22749543190002441,-0.01409199131035166,-0.017165541648864746,-0.16988974809646606,0.00015276996396096365,-0.01441839337348938,-0.16906321048736572,0.013564209962851237,A
0.0,0.0,0.0,0.05001550912857056,-0.02537548542022705,-0.021341352026354343,0.09073495864868164,-0.1004798412322998,-0.023062881316434414,0.09802025556564331,-0.17621666193008423,-0.021302813898216755,0.11643898487091064,-0.21948492527008057,-0.012949553552459747,0.06694555282592773,-0.15551507472991943,-0.005489920965771944,0.06992053985595703,-0.1959923505783081,-0.02309757494498399,0.062140822410583496,-0.1347494125366211,-0.028832232813726932,0.05719423294067383,-0.1323031783103943,-0.03172166482676175,0.03154820203781128,-0.15411722660064697,-0.00039609708022680934,0.03586697578430176,-0.19172227382659912,-0.01978382677901891,0.03684675693511963,-0.1238660216331482,-0.020993277664672405,0.03448551893234253,-0.1282287836074829,-0.01817080029417184,0.0015270113945007324,-0.1442023515701294,0.0005264900378847415,0.0018680691719055176,-0.17834383249282837,-0.021647662158500225,0.009033501148223877,-0.11570245027542114,-0.011488599936853916,0.008835315704345703,-0.11848515272140503,-0.00022894627312552984,-0.02799820899963379,-0.1386151909828186,1.4886560677496163e-05,-0.02815648913383484,-0.15564358234405518,-0.011103986065279514,-0.019345492124557495,-0.11485356092453003,-0.001784807887304396,-0.017126888036727905,-0.11311471462249756,0.007581681710291832,A
0.0,0.0,0.0,0.04651886224746704,-0.015083253383636475,-0.02029686216309301,0.08361071348190308,-0.08075249195098877,-0.02242662366523973,0.08950644731521606,-0.1486184000968933,-0.02126381155147783,0.10488396883010864,-0.18485689163208008,-0.014679866657104412,0.06154519319534302,-0.12761515378952026,-0.005003318936076084,0.06502914428710938,-0.16475021839141846,-0.021247137152101914,0.05758774280548096,-0.11370009183883667,-0.025051882304694573,0.055519700050354004,-0.10580754280090332,-0.025813123025443474,0.032346904277801514,-0.1292780041694641,-0.0003879511093032306,0.03390270471572876,-0.16316330432891846,-0.018451414816524903,0.03272294998168945,-0.1037454605102539,-0.017320060916688362,0.03242349624633789,-0.10310709476470947,-0.011881704256381909,0.005041837692260742,-0.12290138006210327,-1.0272479528339318e-05,0.004173159599304199,-0.14970558881759644,-0.021264795028116623,0.009096086025238037,-0.09559857845306396,-0.011329651624407688,0.011888086795806885,-0.09580975770950317,0.000667286524105748,-0.02242070436477661,-0.11558908224105835,-0.0008900322606564259,-0.02396214008331299,-0.13234370946884155,-0.01187679525509111,-0.015402019023895264,-0.09557652473449707,-0.003295969963517109,-0.010949432849884033,-0.09167975187301636,0.006167929805371841,A
0.0,0.0,0.0,0.10659396648406982,-0.05123656988143921,-0.03812934880050989,0.19217175245285034,-0.2140304148197174,-0.04003559474739404,0.21594667434692383,-0.35901400446891785,-0.03559524987730356,0.25462883710861206,-0.44627082347869873,-0.01799195681604715,0.14058643579483032,-0.32306477427482605,-0.015234902062445599,0.16918843984603882,-0.3985159993171692,-0.04560432632359834,0.1498103141784668,-0.2689352333545685,-0.05006527949961992,0.12942475080490112,-0.2683425545692444,-0.05205068786534639,0.06265473365783691,-0.3239224851131439,-0.00764761169347139,0.10483306646347046,-0.3960267901420593,-0.04610356737765642,0.09770554304122925,-0.25674763321876526,-0.04861157436761232,0.07606607675552368,-0.26524630188941956,-0.0430070539275107,0.000674128532409668,-0.2996419370174408,-0.006474002291440684,0.032061636447906494,-0.3678198456764221,-0.049227390930980164,0.046347975730895996,-0.24014028906822205,-0.029343806699841934,0.025569498538970947,-0.24334439635276794,-0.008203595438033062,-0.05679118633270264,-0.2859889566898346,-0.007463889223515707,-0.02480703592300415,-0.3181871771812439,-0.03043336470517488,-0.00808560848236084,-0.23366829752922058,-0.011984327369361836,-0.025836706161499023,-0.2308339774608612,0.006168263471693081,A
0.0,0.0,0.0,0.10889095067977905,-0.06239128112792969,-0.04178475339006127,0.19897383451461792,-0.23478657007217407,-0.046169271059739,0.22377920150756836,-0.3849613666534424,-0.04397906485985459,0.26633334159851074,-0.4791904389858246,-0.027943150438773046,0.14361071586608887,-0.34865596890449524,-0.016396685801851163,0.17571544647216797,-0.42285338044166565,-0.04939903814386071,0.15422266721725464,-0.2863682806491852,-0.05562011648009957,0.1323034167289734,-0.2915748953819275,-0.05946166563819588,0.05875706672668457,-0.34907442331314087,-0.00836464978794993,0.10551178455352783,-0.42065006494522095,-0.051578116901623616,0.09768915176391602,-0.2727033197879791,-0.05583751324604691,0.07529783248901367,-0.28368309140205383,-0.05079722899984063,-0.007295370101928711,-0.3201868534088135,-0.007072102111237655,0.02645176649093628,-0.3868506848812103,-0.05230426166247071,0.04253530502319336,-0.25443533062934875,-0.030839297287570844,0.02046382427215576,-0.26001688838005066,-0.008524832614170919,-0.06724393367767334,-0.3042425811290741,-0.008416609205710301,-0.03464609384536743,-0.3307974934577942,-0.03181013587902726,-0.014767646789550781,-0.24434688687324524,-0.01205986581783236,-0.031981050968170166,-0.24547559022903442,0.007038642819566121,A
0.0,0.0,0.0,0.07889026403427124,-0.03740096092224121,-0.04343600087025834,0.1512615978717804,-0.16248753666877747,-0.04856416098931504,0.1744215190410614,-0.2890947759151459,-0.04749401547172738,0.1950298249721527,-0.3691319674253464,-0.03637922071078492,0.11238959431648254,-0.2612040936946869,-0.006020923426092395,0.12792029976844788,-0.31921374797821045,-0.0381354901955433,0.10735628008842468,-0.22630280256271362,-0.04818412549951745,0.09996920824050903,-0.21256977319717407,-0.051602779702932366,0.061235398054122925,-0.2626717984676361,0.0038474695275567683,0.06725898385047913,-0.31844276189804077,-0.03372869901517106,0.06214684247970581,-0.20858266949653625,-0.03429071121075822,0.06414279341697693,-0.2028418779373169,-0.0256144337371893,0.013627856969833374,-0.24785968661308289,0.004271560067593327,0.012325465679168701,-0.2901727557182312,-0.03999351598480416,0.01680135726928711,-0.18740874528884888,-0.02392672263243867,0.019973963499069214,-0.18221622705459595,-0.0026222509813464967,-0.03537970781326294,-0.23062759637832642,0.0015698737216212066,-0.036254048347473145,-0.2552604675292969,-0.022945546360404023,-0.02762579917907715,-0.1857529878616333,-0.009913798236937055,-0.02154257893562317,-0.17655101418495178,0.005881210973768702,A
0.0,0.0,0.0,0.07283714413642883,-0.051644086837768555,-0.04341058651101548,0.14043423533439636,-0.17782869935035706,-0.050335502569794244,0.15359464287757874,-0.30128464102745056,-0.04894644985091645,0.17943522334098816,-0.3792026937007904,-0.03564658606541116,0.0997697114944458,-0.26917365193367004,-0.01895862290751893,0.09980654716491699,-0.3364798128604889,-0.04987805554759461,0.08891335129737854,-0.2313726544380188,-0.05992367709171731,0.08561334013938904,-0.22941181063652039,-0.0651535823394056,0.040555328130722046,-0.2644992172718048,-0.005276086126684731,0.04166334867477417,-0.3298261761665344,-0.041276304369091577,0.04607224464416504,-0.21324709057807922,-0.044035317694067544,0.04680675268173218,-0.22147077322006226,-0.03885589012992341,-0.008958280086517334,-0.24485671520233154,0.0015367344336141286,-0.01585957407951355,-0.29917582869529724,-0.03512833485496003,0.0009039044380187988,-0.19634300470352173,-0.017392138337015695,0.007750093936920166,-0.20364099740982056,0.0018707382574234543,-0.05653122067451477,-0.23406320810317993,0.005310810318917447,-0.06422784924507141,-0.2570336163043976,-0.01040827328455407,-0.044723182916641235,-0.19292137026786804,0.005732679421782905,-0.03220808506011963,-0.19370964169502258,0.02138803494977992,A
0.0,0.0,0.0,0.06909960508346558,-0.027743101119995117,-0.043805616157158056,0.1312224268913269,-0.14962610602378845,-0.048274262057645956,0.14392593502998352,-0.27050095796585083,-0.045105016039713064,0.16033142805099487,-0.34340842068195343,-0.032654324727161566,0.08727845549583435,-0.24058884382247925,-0.01257666497866694,0.09249880909919739,-0.2984427809715271,-0.04303010012398545,0.08196890354156494,-0.21195533871650696,-0.05172690208445374,0.08176931738853455,-0.19806623458862305,-0.054057562904461065,0.04075393080711365,-0.23586443066596985,-4.064527701075349e-05,0.03743830323219299,-0.29171282052993774,-0.03702718968878571,0.04126259684562683,-0.19084274768829346,-0.03766522760878388,0.047226130962371826,-0.18127283453941345,-0.028703009890421072,-0.00034672021865844727,-0.21996194124221802,0.00396448495422419,-0.012057095766067505,-0.2615043520927429,-0.039560740994318166,0.00017273426055908203,-0.16530099511146545,-0.025064511405332723,0.0084114670753479,-0.15580299496650696,-0.004372750589652696,-0.04347541928291321,-0.20410409569740295,0.005116894194827637,-0.053867846727371216,-0.22772669792175293,-0.020014723943575063,-0.041690826416015625,-0.16236424446105957,-0.009480435581906477,-0.032258957624435425,-0.15129882097244263,0.004897416854248604,A
